MER [kg/s],Column height [km],Duration [h]
15108589.64789759,24.999999999999996,1.7464523906295357
165745.28233727627,8.045815398167026,0.1150986782717269
132222.80942748327,4.490041444876002,0.15015570442618525
77960.17797687443,15.628282267659012,1.4929196768693802
2079813.5712133374,14.176976771503469,9.888994583356492
12599826.587944057,12.003933056638207,0.7591692949271088
5598855.409154809,3.80180893250534,0.09764190393631678
434413.34051398863,11.147633098965109,7.011795107493665
16206950.419085464,17.50265200156375,5.394194518169129
6217120.102292946,5.543683267437925,0.8949265848533131
63716.281055015745,9.722445227418675,18.486082609814463
9298.757401966403,10.394727627821258,5.946084059001523
3166511.783272645,5.1851437435999195,1.3325919112724474
14716723.507646976,4.147044470077077,0.021574515327813983
396494.5906142536,9.114464219854424,0.32124575540414274
17676.967838127606,3.0794280158805156,22.956561382461874
185008.68214317254,1.5562144368916035,1.0164620643373228
165578380.2316102,7.568625640884167,1.7119284337380827
19556213.15067847,8.558673334192846,0.06919486259561873
3593681.152088132,12.996763674641972,12.752930510359093
332796.4156148458,6.297489671733762,1.3515729516621073
49745652.04726573,5.913475068387888,0.2728653166832665
7650660.221169343,7.121260778796589,0.4344990726005946
300742623.7128005,24.351791523269945,4.2434804666319765
131492.2960444554,2.6788294003398647,0.44247335895674333
543256.8235283792,3.4487575795427525,0.26995302963024836
10603136.672786852,20.120040835368066,4.904675719497433
57321833.96366235,2.213313828443337,0.2603727241029189
1569710.74619484,6.69890548795111,1.1715924857861824
27712.416297909254,4.834941771704545,0.20161977763486538
